#Rank	Path	LengthInKmers	Flows
1	687000001	227	2
2	821000002	210	2
3	665000003	253	2
2	822000002	210	2
3	666000003	303	2
2	823000002	209	2
1	688000001	440	2
2	824000002	209	2
2	825000002	209	2
0	717000000	1207	3
1	689000001	265	2
2	826000002	209	2
0	718000000	240	2
1	690000001	228	2
2	827000002	209	2
0	721000000	235	3
2	828000002	208	2
1	691000001	226	2
1	692000001	226	2
0	722000000	234	2
2	829000002	247	3
0	723000000	233	2
3	667000003	1194	2
1	693000001	225	2
2	830000002	208	2
0	724000000	232	2
1	694000001	226	2
2	831000002	208	2
3	668000003	252	3
1	695000001	224	2
2	832000002	208	2
0	726000000	257	3
3	669000003	248	2
1	696000001	224	2
2	833000002	208	2
2	834000002	207	2
0	727000000	254	3
3	670000003	509	2
0	728000000	231	2
3	671000003	247	2
0	729000000	231	2
2	835000002	351	3
3	672000003	311	2
0	730000000	232	3
2	836000002	207	2
1	697000001	512	3
0	731000000	231	2
2	838000002	207	2
3	673000003	272	3
1	698000001	223	2
2	839000002	207	2
0	732000000	230	2
3	674000003	246	2
2	840000002	206	2
1	699000001	223	2
0	733000000	261	3
2	841000002	206	2
3	675000003	245	2
1	700000001	223	2
2	842000002	206	2
0	734000000	229	2
1	701000001	222	2
3	676000003	245	2
2	844000002	206	2
1	702000001	222	2
0	735000000	229	2
2	845000002	205	2
1	703000001	222	2
0	736000000	228	2
2	846000002	205	2
1	704000001	224	2
0	737000000	227	2
2	847000002	205	2
0	738000000	226	2
2	848000002	205	2
0	739000000	225	2
2	850000002	205	2
1	705000001	417	3
0	740000000	224	2
2	851000002	205	2
3	677000003	489	3
1	706000001	220	2
2	852000002	204	2
0	741000000	223	2
3	678000003	244	2
2	853000002	203	2
0	742000000	222	2
2	854000002	203	2
0	743000000	222	2
3	680000003	257	3
1	707000001	577	2
2	855000002	203	2
0	744000000	222	2
1	708000001	220	2
3	681000003	244	2
2	856000002	203	2
1	709000001	220	2
2	857000002	203	2
1	710000001	220	2
2	858000002	203	2
1	711000001	220	2
2	859000002	202	2
1	712000001	219	2
2	860000002	202	2
3	682000003	546	3
1	713000001	219	2
2	861000002	202	2
3	683000003	243	2
1	714000001	219	2
2	862000002	202	2
3	684000003	243	2
1	715000001	219	2
2	863000002	202	2
3	685000003	242	2
2	864000002	202	2
1	716000001	219	2
2	865000002	202	2
3	686000003	241	2
1	717000001	219	2
2	866000002	201	2
3	687000003	242	2
1	718000001	219	2
2	867000002	201	2
1	719000001	219	2
2	868000002	201	2
3	688000003	302	3
1	720000001	219	2
2	869000002	201	2
1	722000001	268	2
2	870000002	201	2
3	689000003	416	2
0	746000000	1344	3
1	723000001	219	2
2	871000002	200	2
0	747000000	220	2
3	690000003	239	2
1	724000001	218	2
2	872000002	200	2
0	748000000	220	2
3	691000003	238	2
1	725000001	218	2
0	749000000	219	2
1	726000001	218	2
3	692000003	237	2
0	750000000	219	2
2	873000002	484	3
1	727000001	218	2
0	751000000	219	2
2	874000002	200	2
1	728000001	218	2
3	693000003	361	2
0	753000000	219	2
2	875000002	199	2
3	694000003	239	2
1	729000001	218	2
0	754000000	219	2
3	695000003	235	2
1	730000001	218	2
2	876000002	450	2
0	755000000	219	2
3	696000003	235	2
1	731000001	218	2
2	877000002	199	2
0	756000000	219	2
1	732000001	218	2
3	697000003	253	2
2	878000002	199	2
1	733000001	218	2
0	757000000	219	2
3	698000003	234	2
2	879000002	199	2
1	734000001	218	2
0	758000000	218	2
3	699000003	233	2
2	880000002	199	2
1	736000001	218	2
0	759000000	218	2
2	881000002	199	2
3	701000003	232	2
1	737000001	218	2
0	760000000	218	2
2	882000002	199	2
3	702000003	232	2
1	738000001	218	2
0	761000000	218	2
2	883000002	199	2
3	703000003	231	2
1	739000001	217	2
0	762000000	218	2
2	884000002	198	2
3	704000003	230	2
1	741000001	217	2
0	763000000	218	2
2	885000002	198	2
1	742000001	217	2
0	764000000	218	2
2	886000002	198	2
1	743000001	216	2
0	765000000	218	2
2	887000002	198	2
0	766000000	217	2
1	744000001	216	2
3	705000003	395	3
2	888000002	198	2
0	767000000	217	2
2	889000002	198	2
0	768000000	217	2
2	890000002	198	2
2	891000002	198	2
0	769000000	217	2
2	892000002	198	2
0	770000000	216	2
3	706000003	475	3
2	893000002	198	2
0	771000000	216	2
2	894000002	197	2
3	707000003	230	2
0	772000000	216	2
2	895000002	197	2
0	773000000	216	2
1	745000001	660	3
2	896000002	197	2
0	774000000	216	2
2	897000002	197	2
1	746000001	216	2
3	708000003	318	3
0	775000000	215	2
2	898000002	196	2
1	747000001	215	2
3	709000003	229	2
0	776000000	215	2
2	899000002	196	2
1	748000001	215	2
3	710000003	229	2
0	777000000	215	2
2	900000002	196	2
1	749000001	215	2
3	711000003	228	2
0	778000000	215	2
2	901000002	196	2
1	750000001	215	2
3	712000003	228	2
2	902000002	196	2
1	751000001	220	2
0	779000000	246	3
2	903000002	196	2
3	713000003	229	3
1	752000001	214	2
0	780000000	215	2
2	904000002	196	2
0	781000000	215	2
1	753000001	213	2
2	905000002	196	2
0	782000000	214	2
1	755000001	213	2
2	906000002	196	2
0	784000000	214	2
2	907000002	196	2
1	756000001	213	2
0	785000000	213	2
2	908000002	195	2
3	714000003	399	3
1	757000001	213	2
0	787000000	213	2
2	909000002	195	2
3	715000003	228	2
1	758000001	213	2
2	910000002	194	2
0	788000000	212	2
3	716000003	227	2
1	759000001	212	2
2	911000002	194	2
0	789000000	212	2
1	760000001	211	2
3	717000003	227	2
2	912000002	194	2
0	790000000	212	2
1	761000001	211	2
3	718000003	226	2
2	913000002	193	2
0	791000000	220	2
1	762000001	211	2
3	719000003	225	2
2	914000002	193	2
0	792000000	212	2
1	763000001	210	2
2	915000002	192	2
3	720000003	225	2
0	793000000	212	2
1	764000001	210	2
2	916000002	192	2
0	794000000	212	2
3	721000003	340	2
1	765000001	210	2
0	795000000	211	2
1	766000001	210	2
3	722000003	225	2
0	796000000	211	2
1	767000001	210	2
3	723000003	224	2
1	768000001	209	2
0	797000000	211	2
1	769000001	209	2
0	798000000	211	2
2	917000002	655	3
3	725000003	252	3
1	770000001	209	2
0	799000000	211	2
2	918000002	192	2
3	726000003	223	2
0	800000000	211	2
2	920000002	212	3
3	727000003	222	2
0	801000000	210	2
1	771000001	311	3
2	921000002	192	2
0	802000000	210	2
1	772000001	209	2
2	923000002	191	2
3	728000003	231	2
0	803000000	210	2
1	773000001	209	2
3	729000003	221	2
0	804000000	210	2
1	774000001	209	2
2	924000002	276	3
3	730000003	221	2
0	805000000	209	2
2	925000002	191	2
3	731000003	221	2
0	806000000	209	2
2	926000002	191	2
1	775000001	339	3
3	732000003	220	2
0	807000000	209	2
2	927000002	191	2
1	776000001	220	2
3	733000003	220	2
0	809000000	208	2
2	928000002	191	2
2	929000002	191	2
3	734000003	220	2
0	810000000	208	2
2	930000002	190	2
3	735000003	220	2
0	811000000	208	2
2	932000002	190	2
1	777000001	533	2
0	812000000	208	2
2	933000002	190	2
1	778000001	208	2
0	813000000	208	2
2	934000002	190	2
1	779000001	208	2
3	736000003	494	3
0	814000000	207	2
2	935000002	190	2
1	780000001	208	2
3	737000003	220	2
2	936000002	190	2
0	815000000	206	2
1	781000001	207	2
2	937000002	189	2
3	738000003	219	2
0	816000000	206	2
2	938000002	189	2
1	782000001	207	2
3	739000003	219	2
1	783000001	207	2
3	740000003	219	2
2	939000002	222	2
0	819000000	322	2
2	940000002	189	2
1	784000001	207	2
3	742000003	219	2
0	820000000	206	2
2	941000002	189	2
1	786000001	207	2
3	743000003	218	2
0	821000000	206	2
2	942000002	188	2
1	787000001	206	2
3	744000003	218	2
2	943000002	188	2
0	822000000	205	2
1	788000001	206	2
3	745000003	218	2
2	945000002	188	2
0	823000000	205	2
1	789000001	206	2
2	946000002	188	2
3	746000003	218	2
0	824000000	205	2
2	947000002	188	2
1	790000001	206	2
3	747000003	218	2
0	825000000	205	2
2	948000002	188	2
1	791000001	206	2
3	748000003	218	2
2	950000002	187	2
0	826000000	205	2
1	792000001	206	2
0	827000000	204	2
3	749000003	218	2
2	951000002	187	2
1	793000001	205	2
0	828000000	204	2
2	952000002	187	2
1	794000001	205	2
3	750000003	225	2
2	953000002	187	2
1	795000001	205	2
0	829000000	204	2
1	796000001	205	2
3	751000003	217	2
2	954000002	186	2
0	830000000	204	2
2	955000002	186	2
3	752000003	217	2
1	797000001	205	2
0	831000000	204	2
2	956000002	186	2
3	753000003	217	2
1	798000001	204	2
2	958000002	186	2
1	799000001	204	2
2	959000002	185	2
1	800000001	204	2
2	960000002	185	2
3	754000003	243	3
1	801000001	204	2
3	755000003	216	2
1	802000001	203	2
2	961000002	226	3
0	834000000	554	3
2	962000002	185	2
1	803000001	203	2
3	757000003	216	2
0	835000000	203	2
2	963000002	185	2
1	805000001	203	2
3	758000003	216	2
2	964000002	184	2
0	836000000	219	3
1	806000001	203	2
3	759000003	215	2
2	965000002	184	2
0	838000000	203	2
1	807000001	203	2
2	966000002	184	2
3	760000003	215	2
0	839000000	202	2
1	808000001	203	2
2	967000002	220	2
3	761000003	215	2
0	840000000	202	2
2	968000002	183	2
3	762000003	214	2
0	841000000	201	2
1	809000001	211	3
2	969000002	183	2
3	763000003	214	2
0	842000000	201	2
1	810000001	202	2
2	970000002	183	2
3	764000003	214	2
0	843000000	201	2
1	811000001	202	2
3	765000003	214	2
0	844000000	201	2
1	812000001	202	2
2	971000002	193	3
3	766000003	214	2
1	813000001	202	2
0	845000000	201	2
2	972000002	182	2
3	767000003	214	2
0	846000000	201	2
2	973000002	182	2
3	768000003	213	2
3	769000003	213	2
3	770000003	213	2
2	974000002	369	3
3	771000003	213	2
2	975000002	182	2
3	772000003	213	2
2	976000002	182	2
1	814000001	401	4
3	773000003	212	2
2	977000002	181	2
1	815000001	202	2
3	774000003	212	2
2	978000002	180	2
1	817000001	219	2
3	775000003	212	2
2	979000002	180	2
1	818000001	201	2
2	980000002	180	2
3	776000003	212	2
1	819000001	201	2
2	981000002	180	2
0	847000000	879	3
3	777000003	211	2
1	821000001	201	2
2	982000002	180	2
0	848000000	200	2
3	778000003	211	2
1	822000001	201	2
2	983000002	179	2
0	849000000	200	2
3	779000003	211	2
2	984000002	179	2
1	823000001	201	2
0	850000000	200	2
3	780000003	211	2
2	985000002	179	2
1	824000001	200	2
0	851000000	199	2
3	781000003	211	2
2	986000002	179	2
1	825000001	200	2
0	852000000	199	2
3	782000003	211	2
2	987000002	179	2
1	826000001	200	2
0	853000000	199	2
2	988000002	179	2
3	783000003	211	2
0	854000000	199	2
1	827000001	200	2
2	989000002	179	2
3	785000003	210	2
0	855000000	199	2
1	828000001	200	2
2	990000002	220	3
3	786000003	210	2
0	856000000	220	2
3	787000003	210	2
0	857000000	198	2
2	991000002	399	2
3	788000003	210	2
0	858000000	198	2
2	992000002	178	2
0	859000000	197	2
3	789000003	230	3
2	994000002	178	2
0	860000000	197	2
3	790000003	209	2
2	995000002	220	3
0	861000000	197	2
3	791000003	209	2
2	996000002	178	2
3	792000003	209	2
2	997000002	177	2
1	829000001	631	3
3	793000003	209	2
2	999000002	177	2
1	830000001	200	2
2	1000000002	176	2
3	794000003	209	2
2	1001000002	176	2
1	831000001	200	2
3	795000003	208	2
2	1002000002	176	2
1	832000001	200	2
3	796000003	208	2
2	1003000002	175	2
3	797000003	539	2
1	833000001	314	4
3	798000003	207	2
1	834000001	199	2
3	799000003	207	2
3	800000003	207	2
1	836000001	202	4
3	801000003	207	2
1	837000001	199	2
2	1005000002	642	3
3	802000003	207	2
1	838000001	199	2
2	1006000002	174	2
3	803000003	207	2
2	1007000002	174	2
1	839000001	199	2
3	804000003	207	2
2	1008000002	173	2
1	840000001	199	2
3	805000003	206	2
2	1009000002	173	2
1	841000001	198	2
3	806000003	206	2
2	1011000002	173	2
2	1012000002	172	2
2	1013000002	172	2
1	842000001	204	3
3	807000003	319	3
2	1015000002	172	2
1	843000001	198	2
3	808000003	206	2
2	1016000002	171	2
1	844000001	198	2
3	810000003	206	2
2	1017000002	170	2
0	862000000	1856	3
1	845000001	198	2
3	811000003	206	2
2	1018000002	170	2
0	863000000	196	2
1	846000001	198	2
2	1019000002	170	2
3	813000003	205	2
0	864000000	196	2
2	1020000002	170	2
1	848000001	198	2
0	865000000	196	2
3	814000003	205	2
2	1022000002	169	2
1	849000001	198	2
0	866000000	195	2
2	1023000002	169	2
1	850000001	197	2
0	867000000	195	2
3	815000003	236	3
2	1024000002	169	2
0	868000000	195	2
3	816000003	204	2
1	851000001	197	2
2	1025000002	169	2
0	869000000	195	2
3	817000003	204	2
1	852000001	197	2
2	1027000002	168	2
0	870000000	214	2
3	818000003	204	2
1	853000001	197	2
2	1029000002	168	2
0	871000000	194	2
3	819000003	204	2
1	854000001	197	2
3	821000003	204	2
1	855000001	196	2
2	1031000002	171	3
3	822000003	204	2
1	856000001	196	2
3	823000003	204	2
1	857000001	196	2
2	1032000002	453	2
3	824000003	204	2
1	858000001	196	2
0	872000000	244	5
2	1033000002	166	2
3	825000003	204	2
1	859000001	195	2
2	1034000002	165	2
0	873000000	193	2
2	1035000002	165	2
3	826000003	203	2
1	860000001	195	2
0	874000000	193	2
2	1036000002	165	2
3	827000003	203	2
0	875000000	193	2
1	861000001	195	2
2	1038000002	165	2
3	828000003	203	2
1	862000001	195	2
2	1039000002	164	2
3	829000003	203	2
2	1040000002	164	2
1	863000001	205	3
3	830000003	203	2
2	1041000002	163	2
2	1042000002	163	2
3	831000003	203	2
0	876000000	429	3
1	864000001	235	3
2	1043000002	210	2
3	832000003	203	2
0	877000000	193	2
1	865000001	195	2
3	833000003	203	2
0	878000000	193	2
1	866000001	195	2
3	834000003	203	2
2	1044000002	182	3
0	879000000	193	2
2	1045000002	162	2
1	867000001	195	2
3	835000003	202	2
0	880000000	192	2
2	1046000002	162	2
1	868000001	195	2
3	836000003	202	2
0	882000000	192	2
1	869000001	194	2
2	1047000002	161	2
3	837000003	202	2
0	884000000	192	2
2	1048000002	161	2
1	870000001	194	2
2	1049000002	160	2
3	838000003	202	2
0	885000000	192	2
2	1050000002	160	2
3	839000003	202	2
3	840000003	201	2
0	886000000	211	3
1	871000001	528	3
2	1051000002	275	3
3	841000003	201	2
0	887000000	191	2
2	1052000002	160	2
1	872000001	193	2
2	1054000002	160	2
0	888000000	191	2
3	842000003	201	2
1	873000001	193	2
2	1055000002	159	2
0	889000000	191	2
3	843000003	201	2
1	874000001	193	2
2	1056000002	159	2
0	890000000	191	2
1	875000001	193	2
2	1057000002	159	2
3	844000003	201	2
2	1058000002	159	2
0	891000000	191	2
1	876000001	192	2
3	845000003	200	2
2	1059000002	158	2
0	892000000	191	2
1	877000001	192	2
3	846000003	200	2
2	1060000002	158	2
1	878000001	191	2
0	893000000	220	2
2	1061000002	158	2
0	894000000	191	2
2	1062000002	158	2
1	879000001	249	3
0	895000000	190	2
2	1063000002	157	2
1	880000001	191	2
0	896000000	190	2
1	881000001	191	2
0	897000000	190	2
0	898000000	190	2
1	882000001	191	2
0	899000000	220	2
1	883000001	191	2
2	1064000002	393	3
0	900000000	189	2
1	884000001	191	2
2	1065000002	155	2
2	1066000002	155	2
1	886000001	191	2
2	1067000002	154	2
0	901000000	196	3
1	887000001	191	2
3	847000003	632	3
2	1068000002	154	2
3	848000003	199	2
1	888000001	220	3
3	849000003	199	2
1	890000001	190	2
3	850000003	199	2
1	891000001	190	2
0	902000000	423	3
1	892000001	190	2
2	1069000002	432	3
1	893000001	190	2
0	903000000	189	2
2	1070000002	153	2
1	895000001	190	2
3	851000003	341	3
0	904000000	189	2
1	896000001	190	2
2	1071000002	197	3
3	852000003	199	2
0	905000000	189	2
2	1072000002	152	2
1	897000001	189	2
3	853000003	199	2
0	906000000	189	2
1	898000001	189	2
3	854000003	199	2
1	899000001	189	2
2	1073000002	289	3
0	907000000	208	3
3	855000003	199	2
1	901000001	188	2
2	1074000002	152	2
0	908000000	189	2
3	856000003	199	2
1	902000001	188	2
2	1075000002	152	2
0	909000000	188	2
2	1076000002	151	2
1	903000001	188	2
2	1077000002	150	2
1	904000001	188	2
3	857000003	249	3
0	910000000	188	2
2	1078000002	150	2
1	905000001	187	2
3	858000003	198	2
2	1079000002	149	2
1	906000001	187	2
3	859000003	198	2
2	1080000002	149	2
0	911000000	227	4
1	907000001	187	2
2	1081000002	149	2
3	860000003	198	2
0	912000000	188	2
2	1082000002	148	2
1	908000001	187	2
3	861000003	198	2
0	913000000	187	2
2	1084000002	148	2
1	909000001	187	2
2	1085000002	148	2
3	862000003	251	2
0	914000000	187	2
1	910000001	187	2
2	1086000002	147	2
3	863000003	198	2
0	915000000	187	2
1	911000001	187	2
2	1087000002	147	2
3	864000003	198	2
2	1088000002	147	2
1	912000001	187	2
2	1089000002	146	2
3	865000003	198	2
0	916000000	207	3
1	913000001	186	2
2	1090000002	146	2
3	866000003	198	2
0	917000000	186	2
1	914000001	186	2
2	1091000002	145	2
3	867000003	197	2
1	915000001	186	2
3	868000003	197	2
0	918000000	187	3
0	919000000	186	2
1	917000001	185	2
3	869000003	197	2
2	1092000002	353	3
0	920000000	186	2
1	918000001	185	2
3	870000003	196	2
2	1093000002	145	2
0	921000000	186	2
1	919000001	184	2
3	871000003	196	2
2	1095000002	144	2
0	922000000	186	2
1	921000001	184	2
2	1097000002	144	2
3	872000003	196	2
0	923000000	185	2
2	1098000002	144	2
1	922000001	184	2
3	873000003	195	2
0	924000000	185	2
1	923000001	183	2
3	874000003	195	2
1	924000001	183	2
0	925000000	185	2
3	875000003	195	2
2	1099000002	253	3
1	925000001	183	2
2	1100000002	143	2
3	876000003	195	2
1	926000001	182	2
2	1101000002	143	2
3	877000003	195	2
2	1102000002	143	2
0	927000000	221	3
1	927000001	182	2
2	1103000002	143	2
0	929000000	185	2
1	928000001	182	2
3	878000003	201	2
2	1104000002	143	2
0	930000000	185	2
1	929000001	181	2
2	1105000002	142	2
3	879000003	195	2
2	1107000002	140	2
0	931000000	185	2
1	931000001	181	2
3	880000003	195	2
2	1108000002	139	2
0	932000000	185	2
1	932000001	181	2
2	1109000002	139	2
3	881000003	194	2
2	1110000002	138	2
1	934000001	181	2
2	1111000002	137	2
1	935000001	180	2
3	882000003	211	3
2	1112000002	137	2
1	936000001	180	2
2	1114000002	136	2
1	937000001	180	2
2	1115000002	136	2
0	933000000	235	3
1	938000001	180	2
3	884000003	331	2
2	1116000002	135	2
1	939000001	179	2
2	1117000002	135	2
3	885000003	194	2
0	934000000	185	2
1	940000001	179	2
2	1118000002	134	2
3	886000003	194	2
0	935000000	184	2
1	942000001	179	2
2	1119000002	134	2
3	888000003	193	2
0	936000000	184	2
2	1120000002	134	2
3	890000003	193	2
1	943000001	187	3
2	1121000002	133	2
0	937000000	184	2
3	891000003	193	2
2	1122000002	133	2
1	944000001	183	3
3	892000003	193	2
0	938000000	195	3
0	941000000	183	2
2	1124000002	290	3
1	945000001	325	2
3	893000003	224	2
2	1125000002	130	2
1	946000001	179	2
2	1126000002	130	2
3	894000003	193	2
2	1127000002	130	2
1	947000001	179	2
2	1129000002	130	2
3	895000003	193	2
0	942000000	202	3
1	948000001	179	2
2	1130000002	129	2
3	896000003	193	2
0	943000000	182	2
1	949000001	179	2
0	944000000	182	2
3	898000003	192	2
1	951000001	178	2
1	952000001	178	2
3	899000003	236	3
0	945000000	209	3
1	953000001	178	2
3	900000003	192	2
1	954000001	178	2
3	901000003	192	2
1	955000001	178	2
2	1131000002	482	3
3	902000003	192	2
1	956000001	178	2
2	1132000002	161	2
3	903000003	192	2
1	957000001	177	2
2	1133000002	129	2
1	958000001	177	2
3	904000003	192	2
2	1134000002	129	2
0	946000000	506	3
2	1135000002	129	2
3	905000003	191	2
1	959000001	177	2
0	947000000	182	2
2	1137000002	128	2
3	906000003	191	2
1	960000001	177	2
2	1138000002	128	2
0	948000000	182	2
2	1139000002	128	2
3	907000003	191	2
1	961000001	176	2
0	949000000	182	2
2	1140000002	127	2
3	908000003	192	2
1	962000001	176	2
0	950000000	181	2
2	1141000002	126	2
3	909000003	191	2
2	1142000002	126	2
0	951000000	181	2
2	1143000002	126	2
3	910000003	191	2
0	952000000	181	2
2	1144000002	125	2
3	911000003	191	2
2	1145000002	124	2
0	953000000	181	2
2	1146000002	124	2
3	912000003	200	2
2	1147000002	122	2
0	954000000	181	2
3	913000003	190	2
3	914000003	190	2
2	1148000002	195	3
0	955000000	259	3
2	1150000002	120	2
3	915000003	190	2
0	956000000	181	2
2	1151000002	119	2
3	916000003	189	2
0	957000000	181	2
1	963000001	972	3
3	917000003	189	2
0	958000000	181	2
1	964000001	175	2
3	918000003	189	2
0	959000000	180	2
2	1152000002	313	3
1	965000001	175	2
0	960000000	180	2
2	1154000002	119	2
3	919000003	189	2
1	966000001	174	2
2	1155000002	119	2
1	967000001	174	2
3	920000003	189	2
2	1156000002	119	2
0	961000000	210	2
2	1158000002	118	2
1	968000001	174	2
0	963000000	179	2
3	921000003	188	2
2	1159000002	118	2
1	969000001	174	2
2	1160000002	117	2
0	964000000	179	2
3	922000003	188	2
2	1161000002	117	2
1	970000001	173	2
0	965000000	179	2
2	1162000002	117	2
3	923000003	188	2
1	971000001	173	2
2	1163000002	117	2
0	966000000	179	2
2	1164000002	116	2
1	972000001	173	2
2	1165000002	116	2
0	967000000	179	2
3	924000003	220	3
1	973000001	173	2
2	1166000002	116	2
2	1167000002	115	2
3	926000003	187	2
0	968000000	178	2
1	974000001	173	2
2	1170000002	114	2
2	1171000002	113	2
1	975000001	172	2
3	927000003	187	2
0	969000000	178	2
2	1172000002	113	2
0	970000000	178	2
1	976000001	172	2
3	928000003	187	2
2	1173000002	112	2
1	977000001	172	2
0	971000000	178	2
3	929000003	187	2
2	1174000002	113	3
1	978000001	171	2
0	972000000	177	2
3	930000003	187	2
2	1175000002	112	2
2	1176000002	112	2
0	973000000	177	2
1	979000001	171	2
3	931000003	187	2
2	1177000002	111	2
0	974000000	177	2
1	980000001	171	2
2	1178000002	110	2
3	932000003	187	2
2	1179000002	110	2
1	981000001	171	2
0	975000000	177	2
3	933000003	187	2
0	976000000	177	2
3	934000003	187	2
1	982000001	309	2
2	1180000002	336	2
0	977000000	176	2
3	935000003	187	2
2	1181000002	110	2
1	983000001	170	2
0	978000000	176	2
2	1182000002	109	2
3	936000003	186	2
2	1183000002	108	2
1	984000001	170	2
0	979000000	175	2
2	1184000002	108	2
3	937000003	188	2
1	985000001	169	2
2	1185000002	108	2
0	980000000	175	2
3	938000003	186	2
1	986000001	169	2
2	1186000002	108	2
0	981000000	175	2
2	1187000002	108	2
3	939000003	186	2
1	987000001	169	2
2	1188000002	107	2
3	940000003	186	2
2	1189000002	107	2
1	988000001	169	2
0	982000000	241	3
2	1190000002	106	2
3	941000003	186	2
2	1193000002	106	2
1	989000001	238	2
0	983000000	172	2
3	942000003	185	2
2	1195000002	105	2
1	990000001	168	2
2	1196000002	105	2
0	984000000	172	2
3	943000003	185	2
2	1198000002	104	2
0	985000000	172	2
1	991000001	168	2
2	1199000002	104	2
3	944000003	185	2
1	992000001	168	2
0	986000000	172	2
2	1200000002	104	2
3	945000003	185	2
2	1202000002	103	2
1	993000001	167	2
2	1203000002	103	2
3	946000003	185	2
1	994000001	167	2
1	995000001	167	2
0	987000000	386	3
1	996000001	167	2
2	1204000002	276	2
2	1206000002	102	2
1	997000001	166	2
3	947000003	295	3
0	988000000	238	2
1	998000001	166	2
3	948000003	185	2
0	989000000	172	2
1	999000001	165	2
0	990000000	172	2
3	949000003	184	2
1	1000000001	165	2
0	991000000	171	2
3	950000003	220	2
1	1001000001	165	2
0	992000000	171	2
3	951000003	184	2
0	993000000	170	2
3	952000003	184	2
2	1207000002	386	3
0	995000000	170	2
3	953000003	183	2
2	1208000002	101	2
0	996000000	170	2
2	1210000002	100	2
2	1211000002	99	2
3	954000003	183	2
2	1212000002	98	2
0	998000000	176	2
2	1213000002	98	2
3	956000003	183	2
2	1214000002	98	2
0	999000000	168	2
2	1216000002	96	2
3	957000003	183	2
2	1217000002	96	2
0	1001000000	168	2
3	958000003	182	2
2	1219000002	220	2
0	1002000000	167	2
3	959000003	182	2
2	1222000002	95	2
0	1003000000	168	2
2	1223000002	95	2
2	1225000002	94	2
0	1004000000	166	2
2	1226000002	94	2
0	1005000000	166	2
2	1228000002	93	2
3	960000003	185	3
1	1002000001	912	3
2	1229000002	93	2
0	1006000000	166	2
2	1230000002	93	2
1	1003000001	164	2
3	961000003	182	2
1	1004000001	163	2
3	962000003	181	2
1	1005000001	163	2
0	1007000000	191	3
1	1006000001	163	2
0	1008000000	165	2
1	1009000001	162	2
0	1009000000	165	2
3	963000003	459	2
3	964000003	180	2
3	965000003	180	2
1	1011000001	471	3
0	1010000000	171	3
3	966000003	180	2
0	1011000000	220	2
1	1012000001	177	3
0	1012000000	162	2
1	1013000001	162	2
3	967000003	226	2
0	1013000000	162	2
1	1014000001	161	2
3	968000003	179	2
0	1014000000	161	2
1	1016000001	161	2
3	969000003	179	2
1	1017000001	161	2
3	970000003	190	2
1	1018000001	161	2
3	971000003	179	2
1	1019000001	160	2
0	1015000000	340	3
1	1020000001	160	2
3	972000003	178	2
0	1016000000	160	2
3	973000003	178	2
1	1021000001	160	2
0	1017000000	160	2
1	1022000001	160	2
3	974000003	178	2
0	1018000000	159	2
1	1023000001	160	2
0	1019000000	159	2
3	975000003	178	2
1	1024000001	160	2
0	1020000000	158	2
3	976000003	178	2
0	1021000000	158	2
1	1025000001	159	2
3	977000003	177	2
0	1022000000	158	2
3	978000003	177	2
0	1023000000	157	2
1	1026000001	178	2
3	979000003	177	2
0	1024000000	156	2
3	980000003	177	2
1	1027000001	159	2
1	1028000001	159	2
3	981000003	177	2
0	1025000000	156	2
1	1029000001	159	2
0	1027000000	155	2
3	982000003	177	2
1	1030000001	159	2
0	1028000000	155	2
3	983000003	176	2
1	1031000001	159	2
0	1029000000	162	2
1	1032000001	159	2
0	1031000000	153	2
1	1033000001	158	2
3	984000003	216	3
0	1032000000	153	2
1	1034000001	158	2
3	985000003	176	2
1	1035000001	158	2
0	1033000000	174	2
1	1036000001	158	2
0	1034000000	153	2
3	987000003	192	3
0	1035000000	152	2
1	1037000001	158	2
3	988000003	175	2
1	1038000001	158	2
3	989000003	174	2
1	1039000001	158	2
1	1040000001	157	2
1	1041000001	157	2
1	1042000001	157	2
3	990000003	444	2
1	1043000001	157	2
3	991000003	173	2
1	1044000001	157	2
3	992000003	173	2
3	993000003	173	2
0	1039000000	416	3
0	1040000000	149	2
0	1041000000	149	2
3	994000003	482	3
0	1042000000	149	2
3	995000003	172	2
3	996000003	172	2
0	1043000000	302	3
3	997000003	171	2
0	1044000000	148	2
3	998000003	170	2
0	1045000000	148	2
3	999000003	169	2
0	1046000000	147	2
3	1000000003	169	2
0	1047000000	147	2
3	1001000003	169	2
0	1048000000	147	2
3	1002000003	168	2
0	1049000000	147	2
3	1003000003	168	2
3	1004000003	167	2
1	1046000001	1167	3
3	1005000003	167	2
1	1048000001	155	2
3	1006000003	167	2
1	1051000001	154	2
1	1052000001	154	2
3	1007000003	167	2
1	1053000001	153	2
3	1008000003	167	2
1	1054000001	153	2
3	1009000003	167	2
1	1055000001	152	2
3	1010000003	166	2
3	1011000003	166	2
3	1012000003	166	2
1	1056000001	304	3
1	1059000001	151	2
3	1013000003	166	2
1	1060000001	151	2
3	1014000003	166	2
3	1015000003	165	2
3	1016000003	165	2
1	1061000001	184	3
3	1017000003	165	2
1	1063000001	151	2
1	1064000001	154	3
0	1050000000	1162	3
3	1018000003	168	3
1	1065000001	149	2
3	1019000003	164	2
0	1051000000	146	2
3	1020000003	164	2
0	1052000000	146	2
1	1066000001	220	3
3	1021000003	163	2
0	1053000000	146	2
1	1068000001	148	2
3	1022000003	163	2
